,4,8,16,32,64,128,256
canc,0.7370195470669764,,,,,,
demo,0.6298858244261268,,,,,,
expr,0.6255089267054816,0.6498604454760455,0.702060146479834,0.7422155216387785,0.749243217273673,0.753329285810743,0.7495909587116658
hist,0.5963812107586586,0.6306688057903628,0.6693098453216345,0.7140834205383947,0.7330104113979882,0.7484494526699959,0.7539821023954516
text,0.5647658221498919,0.6095653216067386,0.6895137617136257,0.7249086577280295,0.7452270053427118,0.7511271294604237,0.7519230352471699
canc-demo,0.7473188364985925,,,,,,
canc-expr,0.7395997063256081,0.7401928861222327,0.7484802307857635,0.7594981110395412,0.760320647936654,0.7623465283662771,0.7578544662211383
canc-hist,0.7383045864367584,0.7399546172532103,0.7417046331166792,0.7500627921164341,0.75657959277728,0.7620819420224649,0.76500533604604
canc-text,0.7379206135691918,0.7382499011342424,0.7415915284832133,0.7520398420055344,0.7608425751841079,0.7628809380633191,0.7614689815400506
demo-expr,0.6662426489515993,0.6934911394945324,0.7293105242324791,0.7583070200011646,0.7631178891816657,0.7657904386264118,0.762627519860468
demo-hist,0.6568724299495032,0.6861092951240816,0.7078733625194182,0.7358992611417159,0.7495617947779377,0.7622704593805762,0.766278932570614
demo-text,0.6456410317260904,0.6618111735961947,0.716328446813949,0.742244699525173,0.7601346465369364,0.7656432766486212,0.7648293532689612
expr-hist,0.6381059154359944,0.6653829955495552,0.7142963136810229,0.7525282402467144,0.7647379429908424,0.7712255297488018,0.7741020065907159
expr-text,0.6364346664892258,0.6710044261327844,0.723796388928674,0.7615960333014511,0.7740069490491024,0.778541201562536,0.7778816417100918
hist-text,0.6057296720150352,0.6621980645515109,0.7050160364036886,0.7461023267203251,0.767144647113326,0.7773004584883125,0.7803347472130383
canc-demo-expr,0.7483971292015166,0.7497561362647331,0.7568126013689206,0.7680106308603583,0.7692247982395901,0.7710470368838441,0.7673190336048296
canc-demo-hist,0.7482868564712131,0.749227677626859,0.7514362661413224,0.7586336548709005,0.7648438111598898,0.7705567688789519,0.7732896510825797
canc-demo-text,0.7472417854492751,0.7484581656014112,0.7511059928294079,0.7608589659043433,0.7705093921950128,0.7729003235660501,0.7709204424576163
canc-expr-hist,0.7400838081521574,0.7409468817426856,0.7496652517957154,0.7631709009645136,0.7688961826926882,0.7729807421694808,0.7736156947470695
canc-expr-text,0.7396773400639398,0.7405918590293679,0.7489267820928269,0.7669627091447693,0.7751714155840386,0.7784955395528913,0.7755966016179636
canc-hist-text,0.7390037298472352,0.7403709678203988,0.7433982751558421,0.7591566997279046,0.7713545640893962,0.7779925032233097,0.7790121777776505
demo-expr-hist,0.6754377703489846,0.706996780261701,0.7400998877844718,0.7662576776940097,0.7753645797117213,0.7810338437873302,0.7831115153413583
demo-expr-text,0.6742554069066596,0.7047841782482288,0.7443078077107381,0.772594355329035,0.7833781964037685,0.7874971022394289,0.7863502650939918
demo-hist-text,0.6614286364923115,0.7039431315566249,0.7306492873393564,0.7589612957232987,0.7769985649804392,0.7861696222114137,0.7884159669291739
expr-hist-text,0.6441387665590927,0.6824009649084706,0.7273022528755819,0.7652408897821399,0.7800918569064461,0.7861162119444536,0.788428415709177
canc-demo-expr-hist,0.7488539217607798,0.7506354135261187,0.7586183780998437,0.7714431831172829,0.7770268517329086,0.7812640102104639,0.7817307811372312
canc-demo-expr-text,0.7483905569298803,0.7504957173536926,0.7583253284522216,0.7752377837359966,0.7835793153596297,0.7871984076003675,0.7839105136312888
canc-demo-hist-text,0.7484671225396001,0.7503850870609847,0.7534896329516523,0.7670616981457938,0.7794246383078286,0.7861452081333653,0.7869365307907163
canc-expr-hist-text,0.7403809425639932,0.7414450795082337,0.7497500036392403,0.7692717970791068,0.7802609020722114,0.7853439087089593,0.7858080540777905
demo-expr-hist-text,0.6796855469240528,0.717370886971974,0.7480203786059698,0.7755160467122122,0.7881232380713327,0.7936115867175653,0.7952505047104327
canc-demo-expr-hist-text,0.7489611724159341,0.7516518662358819,0.7595629769319233,0.7771498195657461,0.7880134988402241,0.7934032209679532,0.7932602139388699
